country,name,address,latitude,longitude
Germany,Brinkum,"IKEA, Ernst-Abbe-Straße, Vogel Viertel, Brinkum, Stuhr, Landkreis Diepholz, Niedersachsen, 28816, Deutschland",53.0236642,8.7982344
Germany,Chemnitz,"IKEA, 5, Im Neefepark, Neefe-Park, Stelzendorf, Chemnitz, Sachsen, 09116, Deutschland",50.802222349999994,12.859665495098245
Germany,Dortmund,"IKEA, Mengede, Dortmund, Nordrhein-Westfalen, 44359, Deutschland",51.56288575,7.4261936707962715
Germany,Dresden,"IKEA, 25, Peschelstraße, Kaditz, Trachau, Pieschen, Dresden, Sachsen, 01139, Deutschland",51.08663985,13.695074739292231
Germany,Duisburg,"IKEA Duisburg, 80, Beecker Straße, Untermeiderich, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47166, Deutschland",51.482237,6.763883219488246
Germany,Düsseldorf,"IKEA, Oerschbachstraße, Holthausen, Stadtbezirk 9, Düsseldorf, Nordrhein-Westfalen, 40591, Deutschland",51.1890803,6.8474146
Germany,Erfurt,"IKEA, 50, Eisenacher Straße, Bindersleben, Erfurt, Thüringen, 99094, Deutschland",50.95948295,10.948946738853948
Germany,Essen,"IKEA, 2, Altendorfer Straße, Krupp-Gürtel, Westviertel, Stadtbezirk I, Essen, Nordrhein-Westfalen, 45127, Deutschland",51.4600915,7.001008632367112
Germany,Frankfurt,"IKEA, 7, Züricher Straße, Nieder-Eschbach, Frankfurt am Main, Hessen, 60437, Deutschland",50.1958275,8.6568717
Germany,Freiburg,"IKEA, Hermann-Mitsch-Straße, Brühl-Industriegebiet, Brühl, Benzhausen, Baden-Württemberg, 79108, Deutschland",48.0284981,7.834821
Germany,Großburgwedel,"IKEA Großburgwedel, 14, Isernhägener Straße, Burgwedel, Region Hannover, Niedersachsen, 30938, Deutschland",52.49238095,9.837792042290095
Germany,Leipzig,"IKEA Abholstation ""Alte Messe"", 6, Dauthestraße, Reudnitz-Thonberg, Südost, Leipzig, Sachsen, 04317, Deutschland",51.3216636,12.4068885
Germany,Hamburg-Altona,"IKEA Hamburg-Altona, 164, Große Bergstraße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.551352050000006,9.94165667444799
Germany,Hamburg-Moorfleet,"IKEA / Bauhaus Moorfleet, Neue Feldhofe, Moorfleet, Hamburg, 22113, Deutschland",53.511459,10.094520055673446
Germany,Hamburg-Schnelsen,"IKEA, 1, Wunderbrunnen, Schnelsen, Eimsbüttel, Hamburg, 22457, Deutschland",53.6488893,9.928075791381985
